-1,0.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5
0.25,0,0,0,57.83256395,49.44463483,26.39990324,20.57249985,10.06551495,6.092285363,2.472231741,0.441469954,0,0,0,0,0,0
1,0,0,0,399.5303082,1457.027436,799.6786744,306.115266,115.5768339,41.49817566,16.59927026,6.092285363,0.882939908,0.353175963,0.618057935,0.441469954,0,0
2,0,0,0,16.15780031,324.745298,1415.97073,573.734352,202.4581208,87.14616889,28.51895902,10.68357288,0.794645917,0.441469954,0.441469954,0,0,0
3,0,0,0,0,2.29564376,164.7565868,957.3717419,295.6082811,62.51214546,28.78384099,15.09827242,3.531759631,0.618057935,0,0.176587982,0,0
4,0,0,0,0,0,0,90.14816457,491.3560586,102.6859113,18.45344407,4.59128752,3.001995686,1.854173806,0.441469954,0,0,0
5,0,0,0,0,0,0,0.176587982,64.36631927,211.1109319,26.57649122,6.092285363,2.737113714,1.236115871,0.441469954,0.441469954,0,0
6,0,0,0,0,0,0,0,1.059527889,53.24127643,61.01114762,4.59128752,0.618057935,0,0,0,0,0
7,0,0,0,0,0,0,0.176587982,0.794645917,2.29564376,31.07948475,13.4206866,1.412703852,0.441469954,0,0,0,0
8,0,0,0,0,0,0,0,0,0,5.474227428,25.42866934,1.500997843,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,7.593283206,6.445461326,0.176587982,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0.176587982,3.796641603,1.412703852,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0.971233898,1.236115871,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0.353175963,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
