-1,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5
0.25,26.25374625,78.76123876,43.75624376,17.5024975,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,498.8211788,831.3686314,490.0699301,140.01998,17.5024975,0,0,0,0,0,0,0,0,0,0,0,0
1.25,183.7762238,1050.14985,603.8361638,306.2937063,70.00999001,26.25374625,8.751248751,0,0,0,0,0,0,0,0,0,0
1.75,0,586.3336663,700.0999001,332.5474525,148.7712288,52.50749251,26.25374625,0,8.751248751,0,0,0,0,0,0,0,0
2.25,0,96.26373626,533.8261738,253.7862138,122.5174825,43.75624376,8.751248751,0,0,0,0,0,0,0,0,0,0
2.75,0,0,236.2837163,227.5324675,105.014985,26.25374625,8.751248751,8.751248751,0,0,0,0,0,0,0,0,0
3.25,0,0,26.25374625,175.024975,122.5174825,43.75624376,8.751248751,0,0,0,0,0,0,0,0,0,0
3.75,0,0,0,78.76123876,96.26373626,35.004995,17.5024975,0,0,0,0,0,0,0,0,0,0
4.25,0,0,0,8.751248751,43.75624376,26.25374625,8.751248751,8.751248751,0,0,0,0,0,0,0,0,0
4.75,0,0,0,0,26.25374625,17.5024975,8.751248751,0,0,0,0,0,0,0,0,0,0
5.25,0,0,0,0,17.5024975,26.25374625,8.751248751,0,0,0,0,0,0,0,0,0,0
5.75,0,0,0,0,0,17.5024975,8.751248751,0,0,0,0,0,0,0,0,0,0
6.25,0,0,0,0,0,8.751248751,0,0,0,0,0,0,0,0,0,0,0
6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
